6942.874621609525,6943.097240965858,6942.853304133752,6943.270659953003,6943.134809170317,12964.989123684825,2975.175866048736,2816.087220157509,13335.221328084095,10968.400134191095,628.1017355466118,15645.437877864322,12196.127650341423,15324.122117955127,15386.872102439134,15463.203894715114,11793.428212304578,7913.995573442849,6407.8768409723825,15290.459291898744,6534.49449615759,4827.608435036008,15304.65612583614,15484.77808635008,15403.805685337802,19695.68102244639,23726.866942972003,23727.768454179783,23727.780296616715,23727.786528466182,23727.79141573292,23727.793756456,23727.795244503024,23727.79487952971,23727.794922764755,23727.794624785583,23727.794732994993,23727.79478009465,23727.79463740065,23727.794785764923,23727.79473628921,23727.794793651283,23727.794813990553,23727.794860861948,23727.794743682352,23727.79368163171,23727.794683386983,23727.792145727377,23727.782175264096,23727.769895925045,23727.765573602857,23727.73900473941,23727.70694258577,23727.68681077532,23727.595307638345,23727.46114525113,23726.93439520579,23724.480813623417,23724.417161864934,23724.45226131212,23724.43019672268,23724.428266210576,23724.4526159449,23724.455806351412,23724.489150300567,23724.424908764864,23724.39998873037,23724.47372532987,23724.416703460694,23724.404292737538,23724.480459790968,23724.369139621296,23724.478723920987,23724.416221482265,23724.363848288554,23724.42502490657,23724.45615289627,23724.378157984786,23724.457039396144,23724.482803689225
36.38568181183677,137.9157082350139,32.164440381846795,343.11196745049904,189.50471982051815,664.0795039484609,103.06041055494201,821.4984377299623,632.3097801617222,39.536966058148046,466.30490579122,455.2103830183698,263.2619675084803,79.13910395978377,171.91839949510558,325.4795882399569,329.2062275761779,318.3119195586804,59.58113710812213,46.76357553106605,462.15733154204077,32.995231250921165,164.1862605612056,18.683491316792857,395.3211735439795,63.77969921763362,200.51785475661526,19.651398744473557,637.0240384996719,160.38870457585145,29.209206653724046,260.7207338002971,373.8987603238137,143.36841585151564,102.07642699305529,337.4619563916974,284.255543465775,661.0060737692583,454.61355614687363,678.0905471436748,4953.301082091286,1455.5882777379343,5165.163875784507,9166.383418225594,13513.981491262106,7805.340074095918,8858.73047450338,13179.060676944173,12973.885745053645,13192.536241332617,4871.555036531195,8670.145865219481,5013.037856776195,9142.2743944694,13036.266283717941,2731.5847308176494,13181.632381939262,21774.720384009026,23727.761247471593,23727.768147141767,23727.790448149863,23727.788266019288,23727.79592448518,23727.797959803956,23727.799185396587,23727.79995934401,23727.800781583926,23727.801373452774,23727.801947583906,23727.80225499181,23727.802663376304,23727.803013034812,23727.803263800848,23727.803524209892,23727.803588822062,23727.8034872999,23727.803490603765,23727.803579432893,23727.803549152803,23727.80345403264,23727.80355724778,23727.803512470513,23727.803610713156,23727.803518391906,23727.803500457074,23727.803520352176,23727.80353647287,23727.803496399785,23727.803464402776,23727.803455359706,23727.803499607755,23727.803508397014,23727.80338254313,23727.803296859027,23727.803336856912,23727.8034108361,23727.803417301835,23727.803384828083,23727.803344984066,23727.80345501742
