4.12,0.43,0.8,0.26,7.93,0.14,0.15,0.3,8.98,0.32,0.39,1.0,0.05,0.05,0.05,2.7,0.0,0.18588842006563525,455.77735849056603
3.46,0.83,0.32,0.95,7.25,0.16,0.25,0.25,6.4,0.8,0.8,0.17,0.05,0.05,0.05,0.64,0.0,88.51744186046511,0.308433734939759
2.56,0.5,0.44,0.89,2.41,0.16,0.26,0.58,2.3,0.69,0.66,0.68,0.05,0.05,0.05,2.19,111.61600000000001,0.0,0.0
0.97,0.18,0.7,0.97,7.26,0.48,0.21,0.79,4.24,0.21,0.78,0.83,0.05,0.05,0.05,0.36,0.0,9.048387096774194,4.141074335322843
8.95,0.77,0.8,0.99,8.02,0.32,0.55,0.29,3.39,0.08,0.99,0.09,0.05,0.05,0.05,2.88,0.0,460.348,0.0
7.57,0.94,0.13,0.84,2.56,0.6,0.39,0.91,7.0,0.04,0.2,0.84,0.05,0.05,0.05,0.45,0.0,0.0,61.6
5.89,0.78,0.96,0.06,7.71,0.61,0.64,0.31,5.46,0.23,0.46,0.97,0.05,0.05,0.05,2.36,0.0,0.0,256.62
2.57,0.26,0.38,0.4,3.85,0.17,0.34,0.73,5.83,0.2,0.43,0.24,0.05,0.05,0.05,1.98,0.0,151.69,0.0
7.75,0.84,0.72,0.52,8.07,0.47,0.22,0.18,2.05,0.34,0.3,0.79,0.05,0.05,0.05,2.62,0.0,0.0,107.00999999999998
5.17,0.52,0.96,0.29,1.44,0.47,0.7,0.88,10.6,0.12,0.59,0.71,0.05,0.05,0.05,0.21,0.0,0.0,42.4
8.3,0.33,0.62,0.93,9.61,0.42,0.49,0.22,8.86,0.05,0.12,0.55,0.05,0.05,0.05,0.16,0.0,1.7665441176470587,22.80147058823529
4.54,0.38,0.98,0.88,4.7,0.42,0.99,0.68,6.32,0.13,0.17,0.55,0.05,0.05,0.05,0.8,0.0,0.0,99.85600000000002
6.94,0.77,0.52,0.89,5.49,0.03,0.46,0.73,8.31,0.88,0.79,0.06,0.05,0.05,0.05,2.3,317.852,0.0,0.0
5.77,0.04,0.14,0.42,10.2,0.88,0.38,0.97,7.28,0.06,0.85,0.5,0.05,0.05,0.05,2.09,0.0,424.31999999999994,0.0
3.49,0.7,0.03,0.09,8.48,0.81,0.72,0.02,0.76,0.29,0.16,0.24,0.05,0.05,0.05,2.21,119.4234375,0.6863617968433835,0.0
7.85,0.39,0.51,0.46,10.09,0.78,0.34,0.39,4.11,0.09,0.16,0.04,0.05,0.05,0.05,2.78,0.0,558.986,0.0
4.27,0.26,0.91,0.07,4.69,0.02,0.03,0.03,2.69,0.98,0.16,0.62,0.05,0.05,0.05,1.06,71.97406807131281,0.38130081300813007,0.3300613496932515
0.97,0.29,0.26,0.71,3.21,0.18,0.44,0.79,3.52,0.75,0.8,0.5,0.05,0.05,0.05,1.85,0.0,118.12800000000001,0.0
6.82,0.83,0.53,0.09,2.21,0.83,0.29,0.28,3.29,0.96,0.72,0.83,0.05,0.05,0.05,2.96,402.38000000000005,0.0,0.0
2.89,0.7,0.83,0.22,6.82,0.04,0.49,0.5,0.54,0.89,0.53,0.77,0.05,0.05,0.05,2.64,152.014,0.0,0.0
0.45,0.73,0.56,0.59,7.08,0.55,0.74,0.75,8.02,0.34,0.03,0.73,0.05,0.05,0.05,0.15,0.0,0.0,22.456000000000003
5.27,0.03,0.75,0.53,6.85,0.31,0.18,0.91,5.24,0.33,0.69,0.16,0.05,0.05,0.05,1.83,2.038684719535783,171.24999999999994,0.0
10.05,0.64,0.19,0.14,1.69,0.71,0.37,0.37,1.08,0.81,0.29,0.11,0.05,0.05,0.05,1.06,211.05,0.0,0.0
6.87,0.67,0.97,0.52,10.42,0.73,0.68,0.34,1.93,0.43,0.26,0.67,0.05,0.05,0.05,0.88,0.0,0.0,33.581999999999994
7.71,0.82,0.59,0.33,7.68,0.78,1.0,0.14,7.52,0.44,0.09,0.45,0.05,0.05,0.05,1.68,0.0,0.0,251.168
9.71,0.72,0.11,0.0,6.4,0.45,0.17,0.08,9.32,0.69,0.79,0.4,0.05,0.05,0.05,2.67,43.97378114842903,66.93577981651376,0.20669771567975165
8.42,0.98,0.61,0.61,1.9,0.86,0.07,0.28,7.57,0.35,0.29,0.47,0.05,0.05,0.05,0.22,4.9748892171344155,0.0,19.061151079136696
3.34,0.89,0.69,0.52,6.08,0.23,0.93,0.58,10.03,0.92,0.95,0.9,0.05,0.05,0.05,1.53,0.0,21.536784741144416,14.773487261146496
1.4,0.86,0.48,0.59,6.92,0.07,0.01,0.37,5.45,0.71,0.28,0.53,0.05,0.05,0.05,0.67,6.331058020477815,0.0,13.797468354430382
3.7,0.44,0.72,0.99,1.24,0.25,0.02,0.53,3.66,0.09,0.93,0.83,0.05,0.05,0.05,2.71,0.0,0.0,197.64000000000001
8.1,0.89,0.68,0.19,4.42,0.45,0.62,0.27,6.14,0.49,0.81,0.93,0.05,0.05,0.05,2.5,0.0,0.0,305.77199999999993
8.14,0.07,0.33,0.88,6.58,0.16,0.16,0.06,6.87,0.38,0.68,0.88,0.05,0.05,0.05,1.24,1.0770757525636785,18.78012684989429,50.28716216216217
9.15,0.3,0.23,0.9,3.81,0.55,0.43,0.25,4.61,0.87,0.03,0.9,0.05,0.05,0.05,0.72,20.95919828203293,0.0,9.58368869936034
2.65,0.43,0.5,0.92,1.99,0.4,0.24,0.49,3.8,0.88,0.49,0.45,0.05,0.05,0.05,1.42,74.72999999999999,0.0,0.0
10.23,0.18,0.04,0.53,4.38,0.59,0.71,0.48,1.41,0.36,0.73,0.93,0.05,0.05,0.05,2.08,2.325,0.0,40.53997194950911
4.03,0.66,0.76,0.99,8.51,0.71,0.68,0.57,5.93,0.1,0.29,0.08,0.05,0.05,0.05,1.58,0.0,267.214,0.0
4.73,0.78,0.28,0.37,3.99,0.85,0.94,0.52,0.75,0.05,0.63,0.92,0.05,0.05,0.05,1.94,0.0,154.014,0.0
5.55,0.43,0.47,0.17,5.22,0.57,0.62,0.34,4.33,0.7,0.79,0.19,0.05,0.05,0.05,1.25,6.6242864556305125,31.759750390015597,0.0
1.85,0.63,0.95,0.64,5.45,0.31,0.25,0.62,9.51,0.49,0.29,0.22,0.05,0.05,0.05,1.58,58.09,0.0,0.0
7.56,0.47,0.76,0.92,1.2,0.37,0.68,0.96,9.96,0.34,0.52,0.29,0.05,0.05,0.05,2.57,0.0,61.43999999999999,0.0
6.83,1.0,0.87,0.61,4.28,0.99,0.37,0.92,6.03,0.6,0.42,0.46,0.05,0.05,0.05,0.51,58.17717206132878,0.0,0.25659574468085106
1.78,0.17,0.61,0.32,2.34,0.77,0.65,0.59,3.57,0.52,0.59,0.51,0.05,0.05,0.05,0.42,1.9386138613861383,8.239436619718308,0.0
10.33,0.65,0.38,0.41,0.2,0.75,0.37,0.37,2.3,0.07,0.84,0.05,0.05,0.05,0.05,1.69,0.0,6.72,0.0
9.19,0.65,0.75,0.12,5.56,0.81,0.31,0.9,3.09,0.88,0.07,0.66,0.05,0.05,0.05,1.95,356.57199999999995,0.0,0.0
9.98,0.36,0.22,0.53,6.01,0.96,0.9,0.68,3.21,0.46,0.64,0.18,0.05,0.05,0.05,2.84,0.0,340.16599999999994,0.0
6.16,0.44,0.84,0.2,9.55,0.74,0.64,0.48,2.96,0.41,0.35,0.17,0.05,0.05,0.05,1.67,50.72511848341233,7.861280487804878,0.0
2.1,0.9,0.74,0.62,7.18,0.29,0.72,0.47,1.88,0.78,0.26,0.34,0.05,0.05,0.05,1.83,76.44,0.0,0.0
3.93,0.25,0.07,0.02,2.37,0.29,0.05,0.94,0.98,0.39,0.6,0.03,0.05,0.05,0.05,2.7,8.273684210526316,57.55714285714285,0.0
4.17,0.61,0.02,0.75,6.7,0.63,0.81,0.14,7.04,0.93,0.79,0.34,0.05,0.05,0.05,2.09,140.01459854014598,0.0,1.0968579589716951
10.22,0.85,0.55,0.47,8.5,0.89,0.98,0.68,8.07,0.49,0.95,0.48,0.05,0.05,0.05,2.38,0.0,402.90000000000003,0.0
1.05,0.86,0.27,0.29,5.9,0.03,0.35,0.54,1.14,0.09,0.46,0.49,0.05,0.05,0.05,0.2,0.0,13.511450381679388,0.7944250871080137
9.89,0.42,0.74,0.58,2.56,0.02,0.22,0.22,7.33,0.58,0.71,0.27,0.05,0.05,0.05,2.59,0.0,88.0265780730897,7.396715472892758
9.7,0.95,0.69,0.5,8.57,0.23,0.53,0.73,2.85,0.31,0.89,0.73,0.05,0.05,0.05,0.72,0.0,121.69399999999997,0.0
7.79,0.85,0.01,0.24,7.74,0.45,0.45,0.26,7.2,0.72,0.98,0.94,0.05,0.05,0.05,1.13,8.454263565891473,2.828042932176296,29.016657710908113
6.98,0.68,0.46,0.96,0.79,0.35,0.61,0.38,3.09,0.59,0.26,0.21,0.05,0.05,0.05,0.05,5.113553113553114,0.0,0.4153225806451613
6.13,0.19,0.07,0.27,7.77,0.1,0.93,0.43,5.6,0.81,0.6,0.93,0.05,0.05,0.05,1.85,8.448698315467075,9.327731092436974,16.535689374564054
3.48,0.1,0.73,0.45,7.42,0.88,0.72,0.64,5.57,0.54,0.62,0.26,0.05,0.05,0.05,2.04,1.7327800829875517,136.27115384615388,0.0
1.53,0.04,0.16,0.07,6.2,0.16,0.25,0.34,8.56,0.27,0.24,0.49,0.05,0.05,0.05,1.17,0.0,1.3620386643233744,141.81492537313434
1.05,0.47,0.48,0.95,8.11,0.54,0.66,0.62,0.53,0.5,0.91,0.7,0.05,0.05,0.05,0.09,0.0,12.975999999999999,0.0
6.4,0.64,0.69,0.09,3.63,0.49,0.45,0.19,1.44,0.69,0.94,0.36,0.05,0.05,0.05,1.18,4.377249820014398,34.058194774346795,0.0
6.44,0.05,0.6,0.62,7.2,0.84,0.73,0.28,6.19,0.68,0.58,0.2,0.05,0.05,0.05,1.2,38.10650887573965,13.8,0.0
2.86,0.29,0.72,0.2,4.82,0.06,0.1,0.35,6.11,0.65,0.36,0.36,0.05,0.05,0.05,1.59,41.21764705882352,1.1131639722863742,1.0862222222222224
4.18,0.83,0.1,0.83,5.75,0.36,0.1,0.04,6.96,0.31,0.93,0.47,0.05,0.05,0.05,1.28,0.0,83.04004854368934,6.418032786885247
4.25,0.82,0.17,0.86,6.9,0.22,0.65,0.06,7.37,0.94,0.15,0.97,0.05,0.05,0.05,0.32,4.959159859976664,0.0,13.458260869565216
2.06,0.91,0.44,0.62,4.7,0.97,0.6,0.04,4.97,0.97,0.92,0.56,0.05,0.05,0.05,0.71,0.0,39.81036662452591,1.9414062499999996
2.64,0.55,0.76,0.82,1.0,0.4,0.49,0.69,2.13,0.54,0.19,0.88,0.05,0.05,0.05,2.96,0.0,0.0,125.66999999999999
6.11,0.73,0.48,0.57,9.44,0.36,0.74,0.38,7.69,0.22,0.23,0.53,0.05,0.05,0.05,2.0,0.0,0.0,306.062
4.19,0.32,0.44,0.46,2.34,0.32,0.08,0.02,9.45,0.91,0.27,0.99,0.05,0.05,0.05,2.42,6.25,0.0,102.49615384615382
6.7,0.66,0.91,0.6,5.04,0.77,0.4,0.78,3.49,0.12,0.97,0.66,0.05,0.05,0.05,1.98,0.0,198.57600000000002,0.0
3.66,0.51,0.94,0.14,8.38,0.75,0.55,0.87,1.28,0.2,0.68,0.03,0.05,0.05,0.05,2.07,0.0,345.256,0.0
9.5,0.75,1.0,0.65,0.58,0.26,0.06,0.31,8.71,0.31,0.22,0.15,0.05,0.05,0.05,2.56,484.50000000000006,0.0,0.0
1.6,0.29,0.7,0.29,1.39,0.32,0.47,0.9,2.94,0.32,1.0,0.94,0.05,0.05,0.05,1.42,0.0,0.0,82.90799999999999
2.75,0.27,0.14,0.04,9.18,0.98,0.39,0.84,8.76,0.33,0.13,0.84,0.05,0.05,0.05,1.75,0.0,0.0,304.84799999999996
7.96,0.92,0.95,0.48,5.85,0.97,0.86,0.61,2.74,0.01,0.15,0.94,0.05,0.05,0.05,2.0,0.0,0.0,109.05199999999999
7.18,0.65,0.47,0.51,8.77,0.42,0.43,0.6,1.04,0.77,0.53,0.24,0.05,0.05,0.05,1.12,159.39600000000002,0.0,0.0
5.68,0.12,0.73,0.73,4.86,0.43,0.44,0.32,3.93,0.6,0.75,0.4,0.05,0.05,0.05,0.18,3.9609483960948397,6.422907488986783,0.3559782608695652
9.34,0.17,0.38,0.5,7.05,0.8,0.04,0.7,8.86,0.66,0.1,0.41,0.05,0.05,0.05,0.29,28.225274725274726,0.0,9.040816326530612
6.91,0.98,0.55,0.36,5.95,0.35,0.14,0.27,4.24,0.49,0.39,0.88,0.05,0.05,0.05,1.04,1.6226517341040465,0.2939723320158103,50.69565217391305
5.29,0.4,0.84,0.15,0.95,0.64,0.06,0.99,6.34,0.59,0.32,0.28,0.05,0.05,0.05,2.04,214.77400000000003,0.0,0.0
6.37,0.82,0.35,0.23,8.44,0.51,0.39,0.51,3.52,0.47,0.97,0.87,0.05,0.05,0.05,0.84,0.0,140.10399999999998,0.0
8.02,0.38,0.5,0.77,3.12,0.03,0.79,0.84,8.9,0.63,0.2,0.9,0.05,0.05,0.05,1.61,0.0,0.0,284.8
8.63,0.68,0.2,0.68,0.74,0.64,0.59,0.61,6.83,0.89,0.13,0.36,0.05,0.05,0.05,0.3,48.12884615384615,0.0,0.3089099954771597
2.64,0.12,0.37,0.35,6.88,0.07,0.55,0.29,10.57,0.03,0.57,0.32,0.05,0.05,0.05,0.49,0.0,34.45557350565428,12.844174410293068
8.67,0.62,0.46,0.56,0.56,0.05,0.34,0.76,6.77,0.68,0.39,0.9,0.05,0.05,0.05,2.08,0.0,0.0,280.2779999999999
1.52,0.58,0.78,0.13,6.37,0.51,0.64,0.53,3.04,0.89,0.08,0.64,0.05,0.05,0.05,0.32,9.423999999999998,0.0,0.0
1.84,0.58,0.4,0.29,8.32,0.18,0.7,0.22,9.28,0.83,0.35,0.66,0.05,0.05,0.05,2.78,0.0,1.4064613072877534,356.30945558739256
5.23,0.62,0.81,0.35,3.43,0.4,0.96,0.01,7.04,0.53,0.0,0.34,0.05,0.05,0.05,2.99,311.70799999999997,0.0,0.0
3.68,0.26,0.95,0.69,3.15,0.57,0.01,0.45,7.26,0.99,0.82,0.95,0.05,0.05,0.05,0.14,3.396923076923077,0.0,7.131630648330058
2.75,0.93,0.04,0.55,4.21,0.31,0.15,0.15,5.95,0.67,0.42,0.72,0.05,0.05,0.05,0.59,9.394409937888199,0.0,25.807228915662648
1.42,0.89,0.53,0.92,9.22,0.45,0.69,0.53,3.52,0.76,0.43,0.07,0.05,0.05,0.05,0.74,20.732,0.0,0.0
9.08,0.05,0.85,0.38,3.3,0.28,0.05,0.28,7.94,0.84,0.13,0.61,0.05,0.05,0.05,2.48,217.56039603960394,0.0,2.7859649122807015
2.26,0.67,0.12,0.4,9.74,0.27,0.94,0.78,3.15,0.53,0.23,0.65,0.05,0.05,0.05,0.19,0.5552825552825552,1.9776649746192894,5.598341232227488
4.29,0.5,0.78,0.8,8.95,0.48,0.59,0.81,0.89,0.33,0.77,0.69,0.05,0.05,0.05,0.58,0.0,102.03,0.0
9.63,0.64,0.75,0.35,5.06,0.21,0.36,0.11,6.07,0.86,0.27,0.32,0.05,0.05,0.05,2.19,419.8680000000001,0.0,0.0
3.01,0.71,0.84,0.28,1.93,0.99,0.69,0.97,8.93,0.27,0.87,0.45,0.05,0.05,0.05,2.79,0.0,107.30799999999999,0.0
8.67,0.06,0.31,0.46,6.4,0.78,0.91,0.8,10.34,0.46,0.29,0.86,0.05,0.05,0.05,2.03,0.0,0.0,417.736
