4999,3,0,4999,4999,4999,4999,1,0,4999,4999,4999,1,4999,4999,4999,4999,4999,1,1,4999,4999,4999,1,4999,4999,1,4999,4999,4999,4999,4999,4999,3462,31,2,3,24,72,25,27,150,3,892,1,2943,4,131,471,63,225,0,19,52,10,12,10,19,157,0,199,308,6,20,1169,0,0,0,108,100,15,8,1,10,1,0,28,33,903,20,104,25,60,3,2,7,156,69,323,10,46,0,28,10,7,1769,5,5,203,50,10,2,16,1,0,136,4,73,1,6,32,57,181,80,48,1989,111,123,790,10,73,10,47,12,43,397,87,40,111,5,378,1,28,0,68,529,416,76,1,2,3,409,117,29,186,126,49,9,33,1
1,2,0,4999,1,4999,4999,0,4999,4999,4999,0,0,1,4999,4999,2,1,0,2,4999,4999,4999,4999,4999,4999,0,4999,1,4999,4999,4999,0,4,295,4999,18,3,273,34,414,107,17,62,3,535,11,291,61,1,59,22,23,4,28,31,37,3,23,2,12,2,65,224,196,466,1,0,23,57,0,0,28,0,0,1,112,28,1,166,44,3,86,5,125,1,132,7,33,0,38,1,6,2,0,567,24,4,8,12,0,11,63,24,1,439,6,41,3,0,19,77,72,17,14,440,62,60,204,15,219,74,75,8,118,46,0,449,48,14,4999,73,95,0,6,74,482,42,0,0,44,106,100,5,99,31,165,5,64,7
4999,1,16,4999,4999,4999,4999,1,0,4999,4999,1,0,4999,4999,2789,4999,4999,0,1,387,9,7,4999,146,17,1,89,4999,23,4,4999,4999,744,1,34,56,18,65,3024,41,63,0,3,0,1949,5,572,633,228,156,18,26,31,25,65,2,0,68,5,170,5,27,14,72,33,0,3,606,78,0,6,6,4,13,0,524,9,1355,14,87,27,73,90,44,279,3,1,254,8,2,0,1,0,0,436,0,4,24,24,14,1,111,101,3,111,3,15,1,0,10,29,289,340,516,0,35,16,255,0,20,3,80,15,27,903,29,6,56,25,3175,9,191,7,18,184,15,3,2,9,43,148,172,74,25,27,14,6,9,66
