67,769,10000,1092,88,60,2819,420,225,700,2477,813,17,455,963,673,15,201,231,72,87,10000,10000,50,557,10000,59,7280,440,127,10000,707,2405,18,30,318,1550,45,1609,10000,68,2,33,10,108,3,2,24,2,1,5,1,2,4,1,3,5,1,2,4,6,7,18,4,21,26,1,2,4,19,5,2,1,1,1,1,69,1,2,4,1,1,24,2,3,5,10,3,1,2,28,3,3,19,6,6,1,7,30,4,2,1,10,5,2,14,1,11,1,27,1,3,3,90,10,3,17,1,3,6,1,124,8,2,8,68,3,5,27,20,59,8,67,1,9,10,1,14,1,1,60,33,1,20,1,9,4,1,14,2
4,10000,11,10000,128,1564,6480,235,72,10000,91,2475,7,35,10000,10000,35,10000,10,22,1575,43,10000,10000,381,507,34,3557,10000,10000,1092,126,317,35,299,7,873,10000,10000,10,1809,6,7,26,18,11,3,9,3,1,13,1,10,11,1,4,21,1,1,3,6,1,39,39,16,16,1,1,1,2,1,18,1,1,3,1,92,3,3,4,7,1,17,2,1,5,13,1,4,1,11,1,4,5,2,1,2,9,56,33,8,13,10,6,1,43,1,31,18,2,7,4,2,27,1,25,14,3,4,8,22,5,31,4,9,8,4,9,8,10,122,1,7,2,8,39,3,9,1,1,4,9,1,2,4,63,1,1,4,427
157,10000,19,89,251,122,10000,369,134,470,28,153,3056,9,732,50,44,267,330,43,1394,43,10000,147,47,10000,10000,3355,525,10000,10000,10000,3509,158,4271,106,10000,10000,241,11,505,4,71,19,25,2,1,2,7,4,6,1,2,25,3,2,15,1,1,6,3,10,3,55,33,114,1,2,28,6,1,2,1,2,3,1,137,4,4,4,3,2,15,33,1,36,11,10,10,2,52,3,8,2,6,1,4,5,137,22,1,3,9,18,1,138,1,6,8,28,7,3,12,46,3,147,6,1,6,4,4,18,15,6,44,19,2,10,1,3,12,5,7,1,13,3,2,1,3,1,12,7,12,33,8,7,1,2,4,9
