0.015857366485314568,0.005185729534640596
0.36960888247904655,0.17809509565131276,0.34246045864132263,0.3766177536295065,0.030402649668930554,0.3941378041184005,0.07130684097331516,0.3145151461974493,0.02528251522611979,0.3000643797055725,0.13734270257590428,0.3626807983432619,0.18386681120958606,0.25802738052804886,0.10160017934333276,0.25334398383192175,0.07171689234391075,0.2532396788811552,0.3672560168192088,0.3311869823765224,0.13493418261450643,0.3085725648932462,0.025914985302879355,0.43321640903719827,0.12756401287691835,0.07611816193168727,0.22745597352971203,0.20446522030224512,0.21892570931238797,0.00032350172625253236
0.15879122912107602,0.0461082667891844,0.13471037148059248,0.07169841078484684,0.152645705588853,0.1531113554663929,0.010576417419481897,0.15897551562528114,0.034528720901578734,0.11669739574840915,0.15186365829971604,0.10705201612927452,0.15699521280324807,0.096856987232324,0.16037226513590755,0.17010591813189765,0.003603906135217123
0.028676458999851214,0.5563842430090763,0.05376297552380912,0.06576367555609663,0.4436541338682666,0.02044100853853738,0.1944266211122781,0.0006303500860232305
0.4658607565537868,0.37985397998990894,0.4238831819768729,0.4667261185724057,0.39546977136893063,0.46089911169986536,0.3834488575855919,0.45895084628580834,0.3960967058289664,0.4286879447538651,0.44105006002846736,0.397800467226067,0.4624924553337389,0.43096323870548026,0.40103340283801786,0.4788228459746743,0.40649043946819713,0.4010301179542738,0.3944810823317707,0.4093698064213171,0.4591196375581252,0.3229863800287602,0.4422600038047067,0.342187336146775,0.46112428768183117,0.3427432609687317,0.456638185421065,0.38886481610683615,0.398929577074396,0.4219690654943522,0.39032266972447566,0.4141497718245657,0.422929861577796,0.4301853195123766,0.3607326469558396,0.41699592242084926,0.38273813572878357,0.4594115741125232,0.4525229286504655,0.4048257301991243,0.3935389007050052,0.35802543922885766,0.43309253512422774,0.4085779484528406,0.430846347644909,0.3415107718501543,0.43821192263202324,0.18329745665807162,0.4704709378487038,0.34786343089000626,0.3169931800416967,0.4588573383687693,0.5223795857097255,0.016144767608927548,0.4913215293606394,0.1893420106001268,0.47909361136849254,0.009624628424871797
0.15483003824829217,0.15161194412540316,0.1543800868162801,0.15485643621182454,0.15044677347430122,0.15970347659101172,0.15568985299965155,0.15761367152321237,0.1522723780739792,0.15288392085686103,0.15188628326172293,0.1528595325077575,0.15236128456369938,0.15194373483205947,0.1536374272916894,0.1566267828259749,0.1566264640985055,0.15408995810635562,0.15537142064608975,0.15271525407336842,0.15144335369410866,0.1516874828937421,0.15342619805279994,0.15657825093455,0.15119260706910104,0.15756817064595624,0.15534679094438325,0.15402586872877125,0.15634891086508076,0.15120131960517946,0.15807686959073813,0.15383533926782453,0.14888672426892946,0.15476350679415157,0.14952254562611386,0.15451942970967297,0.1509374866718457,0.15340523736381245,0.15207592164657807,0.1560367507882249,0.1532180190314534,0.15047463991422047,0.15201590089571224,0.1544168984095689,0.15472597333494933,0.1532301415067229,0.15196715855643217,0.15461558489902003,0.15262441325591367,0.15193708739259476,0.15385267650148038,0.1548123626339436,0.15306676872799613,0.15163871629452144,0.15930782384676503,0.15951927485097767,0.1550761412317684,0.14950977063232881,0.15542102415575432,0.15021567124189333,0.1527945549484687,0.1575567021937126,0.1503804386634295,0.153660382506602,0.15212701332479825,0.15041162721945836,0.15312165826442747,0.1600675099538365,0.14972215374667266,0.15173033437246433,0.16025026614350243,0.1605209995471746,0.15894631513771043,0.1529801460140451,0.1523386800885048,0.15557616120342535,0.156946122271996,0.15038430979472286,0.14838682451753718,0.15216056655664886,0.15306811804529372,0.1545475742755664,0.14908061035850823,0.15190377030744703,0.15389333390373142,0.15338040365347252,0.14799977576589135,0.14813216371605337,0.15489723955463708,0.15143664234115778,0.15453115589123995,0.1509136537256525,0.15114547713213508,0.1595979605032645,0.15382342186374026,0.15123998798588406,0.15491011236966085,0.15315617614718613,0.15416847790873167,0.15285860261078468,0.15756561215718282,0.15520640102656033,0.154668298301683,0.15480676591996323,0.1526620997004,0.160359440596427,0.1521225564565593,0.15002816945030795,0.15697233986200004,0.14823641832006007,0.151029071768948,0.15516072767626865,0.15341495577903688,0.15809129599851282,0.1508828156188919,0.15785180607582894,0.15284516006369273,0.15418541123977927,0.15351342388902858,0.15508385291353685,0.14726013186796644,0.15152658547134612,0.15156112522032872,0.14810306243422147,0.15062574316004626,0.15626257359793508,0.15744739891420487,0.15473272143642133,0.15573243762635336,0.15513651692703836,0.1535537327821904,0.14917746509582855,0.15893250555042165,0.15081326639053017,0.1522547321878527,0.1526941998785534,0.15843508068117315,0.16073497774211556,0.15569510563370256,0.15778490258959768,0.1553113743246365,0.15086171101453016,0.1584541316700512,0.1568811411569938,0.1563144344943618,0.14743174839479545,0.15133152664550334,0.1495442435714824,0.15872114286504022,0.15340086667422456,0.1569451169375342,0.15649188865942276,0.15361783856184638,0.15327067793218824,0.1482620772135454,0.1542085395028128,0.15001915786743023,0.15747938605362244,0.1504822085232956,0.15338284847081415,0.15678839385418453,0.1541916438775723,0.15491494769804187,0.15040320026613846,0.15808216777922368,0.15446000669682622,0.15156098633457593,0.1503148174735881,0.1585592256831111,0.15097230777530143,0.15692089334691026,0.15364286809632577,0.1512428922328102,0.15414410721390248,0.1596330271058873,0.15974129271224038,0.15102102898787706,0.1551700536144305,0.15407091639796228,0.1553598592356155,0.15221548440472932,0.1570345822165241,0.1568333516631512,0.15516697262618218,0.1528669886875653,0.15208870390851065,0.16099057047259102,0.1561866944891578,0.15188846004394654,0.1552739777808999,0.14949547518292752,0.1479182060940844,0.15625760696777694,0.15563122678691588,0.15616887801784546,0.15711551014245634,0.15790530531043676,0.15115461299285096,0.15542001608870434,0.1516413741096073,0.15670746778130296,0.15831825203223562,0.15356073001666928,0.14887602330081237,0.15569415339552045,0.15739708855949763,0.15415556095327995,0.15228238136286254,0.14671593864725765,0.15055816244704848,0.15633533534017285,0.15467394937724224,0.15869343109744483,0.15530391763414902,0.16037675921481945,0.15533931743939616,0.1544034251053166,0.16104869037544914,0.1543628056463354,0.15942539580153098,0.14746670734667278,0.15023193309884175,0.14876865273992199,0.15972033436603952,0.1573059794215195,0.149062638008667,0.16305190704922817,0.15551575059204373,0.15356985833365785,0.15400320680458446,0.1543651093102667,0.1604578306461557,0.15523201341512832,0.15749110296686306,0.15292615318076688,0.1548907994273209,0.15533420497530315,0.1569114208588541,0.1487990679860034,0.15229047099791668,0.15144742836446687,0.15965382941136594,0.15162705154059047,0.14983311942032126,0.15069944307298896,0.148429493151238,0.15382991654579378,0.15798183746175676,0.15573332900948741,0.16127186807814756,0.1612635366685248,0.15717299287392136,0.15843220040885583,0.1540286692489146,0.15705905065032888,0.15992459418273325,0.15364970395275526,0.14829560880623938,0.15707078032428884,0.15103133881406366,0.16083474156248603,0.15142972790915635,0.15596765908348703,0.16012687287829266,0.1556927060269096,0.15303515146855975,0.15340983115547285,0.15338752113976734,0.15838999658629388,0.1478765782947627,0.154014470107337,0.15458799880125912,0.1547092566768609,0.15994826925666134,0.15668654489686992,0.15250094447876272,0.15688428048000247,0.15519633302316257,0.16078967480767817,0.1505299547708525,0.14989580588428428,0.1543272085294906,0.15336175113245404,0.14854303374419242,0.1515368740209314,0.15169434182230832,0.14569032382867594,0.15221465781410076,0.15953899924628376,0.15250653176850315,0.1637366441872946,0.15897114992302175,0.15733661625612808,0.14968144760998472,0.15911642685660193,0.16275409148597475,0.1522558695229441,0.16059148309402405,0.16443618908674593,0.1566942638609055,0.14953938308752246,0.1617370278212477,0.1489697482629841,0.15799542379627285,0.15631311884939403,0.15262575231676476,0.1623581078628962,0.16052753441926218,0.15890030106028077,0.146891837450943,0.16007528343116062,0.151261960047229,0.16738818708678593,0.15302994108668913,0.15504156505875652,0.15694571415378744,0.15563385811058617,0.1529709780623493,0.14637438025417426,0.15661345044000416,0.16647102760169272,0.15401788268287073,0.1590513905753568,0.15782677720436936,0.1520396303712815,0.15970877369527176,0.1553242029450573,0.15582865152620767,0.14717947254695507,0.15225710080603047,0.15868027026880463,0.16141875718371493,0.15121729550142246,0.1592111725245656,0.1589201617732967,0.15198218097191565,0.1419061980335987,0.15649505804349464,0.15590595137951088,0.16004165250979746,0.15952474176358558,0.16862097503122625,0.16535592500660054,0.1488740549263578,0.14844101587627764,0.15318020119867432,0.1607723410023636,0.15526324740945924,0.15244231529269822,0.14640675941140605,0.1566273876186821,0.1507949131319824,0.15982157914755876,0.1571801785090918,0.15587667594989751,0.15963544808579225,0.1584467927254505,0.14284832503899136,0.15107261588877763,0.16492044456359636,0.15760724505849255,0.14676105611896367,0.14793094072260962,0.15473367676367542,0.15054299084803902,0.1579380786703787,0.16636223439982042,0.14355263687643752,0.15961535797779397,0.1581794331782269,0.16452034944202582,0.16477705579301238,0.15038969540865338,0.15591917009603015,0.140371911087491,0.15825760353866306,0.1437431654276716,0.15665719202905004,0.15671234650702726,0.14811222886876704,0.14653307037943814,0.1497813576169879,0.15739833192393735,0.14658259494135895,0.1494500245165135,0.14723859578080378,0.154676584919429,0.15098129715235808,0.14794733701784885,0.1496019176862288,0.14699018451985113,0.14647231113611772,0.15181851922206485,0.14296863640114957,0.14823588012428085,0.16240938625130494,0.1483386862472487,0.17140046916063661,0.15953944770646497,0.17434033090757367,0.16255429118989023,0.1601904943765067,0.15175960286567125,0.16927212319722088,0.1457110084338844,0.1667810052941921,0.16179608124608105,0.1672417015440928,0.1527422121297695,0.16044444001142702,0.14457137718962798,0.16241446887092334,0.15580901756775467,0.1537799545023127,0.17118801210723586,0.15385562298567107,0.15606781261926606,0.16291685847537973,0.1617041466846606,0.1455353354432452,0.15931326872375984,0.15109020039416085,0.14713827925204567,0.14135590397111258,0.1646193597143532,0.1681856240184871,0.15058053480424227,0.1664148115860156,0.15720609334786717,0.17024199832242404,0.15668660397008735,0.15172465813921004,0.14754164356319865,0.14939445494022424,0.13860838383955124,0.15762702662371667,0.1678568027781422,0.15804921297610725,0.16880800184286837,0.15330652726582836,0.14221105054657676,0.15652645716176855,0.15269894429757966,0.1521049656991241,0.16721173033477812,0.15416124816326826,0.174478112991767,0.1532926855437925,0.11668932572237684,0.15171879913069244,0.15104374810578236,0.15102007489846808,0.1210470632354987,0.1222308180752718,0.15300827864231248,0.13620224851050927,0.15361708626792311,0.13102256188265962,0.15026776902407943,0.12630827728617855,0.15892552524928838,0.07842603098439026,0.15697334351771006,0.1695334540809284,0.1529649588938496,0.16278416737926363,0.15836165695701251,0.26031773187561486,0.15466384995262394,0.23039912558775433,0.15510994352726548,0.26070215272462954,0.14165310895953945,0.14747478800710584,0.1947918036638389,0.16822917108057797,0.14701627787475863,0.14927011518452218,0.18928441555749595,0.16457500455329802,0.16335830564394307,0.15612561070247513,0.5312477563209822,0.15147708174014135,0.1659130749951685,0.15171858465072996,0.22549197052884265,0.15298565801280575,0.2501190162313468,0.15552005068603336,0.10021572644301201,0.15736699638513135,0.08697302134418107,0.15000231394805957,0.19162169794468262,0.15274549072756038,0.19613352243548993,0.1646029687174033,0.14528376227146067,0.1288638948388479,0.15120384441724363,0.21409151994080666,0.15710774355223983,0.09054840305656223,0.15376650971756475,0.16900487268075212,0.15098436887339456,0.10310522357211657,0.15017250969564963,0.08432272187178311,0.15407117483635313,0.14390501270230596,0.15952941286835232,0.31226916459812043,0.15237814441840222,0.19234034338324957,0.2955783711339847,0.15451564244999125,0.07785134606431349,0.5463572213620059,0.15182636749904904,0.14015960018882104,0.16776750331521906,0.15686251999821604,0.14429129802904653,0.18802737562627883,0.15683902305803896,0.09411484650806662,0.15251863235419924,0.25868839607288646,0.14971912106579863,0.14793948654678277,0.1556200022709025,0.16263447157978372,0.17266045623973938,0.1840394277369392,0.17045411125599202,0.16522292744410372,0.1634450804183346,0.35215915373840395,0.15602654062189367,0.15167273003482443,0.1525879628851629,0.12483148695029983,0.05493988580516182,0.26593025926734043,0.15827419817663585,0.08902564241984634,0.20819227102747512,0.15819372396535203,0.12383866910297676,0.1547431302808379,0.15915036738761648,0.15620150383034406,0.2827989384126637,0.15380344881288727,0.14700125077960918,0.2648322543219277,0.1481950033880976,0.1533820897004493,0.6147441677033846,0.15288951989367747,0.10909863531298003,0.5805405217605889,0.15346348376394495,0.23344265717410675,0.1484652831569158,0.5156656666892973,0.15358108759045044,0.1092555887677654,0.10278101166926439,0.151330149593464,0.15374097350416518,0.1495726564703371,0.19373296301331125,0.15276794795745996,0.16117284761519945,0.15141261471645426,0.22570934594743766,0.1568383177993542,0.07016794120970665,0.15071753534657095,0.10694837909716821,0.15127974017448623,0.28992798601693887,0.15501469314793914,0.08857693840526899,0.14448903844492064,0.22971948882399462,0.15415918692710473,0.3143467275428271,0.15281046989848918,0.056332821226010014,0.112153957773391,0.15613887372401555,0.2759535805984761,0.14889977301394325,0.01861988147482532,0.611989784227125,0.152939239353676,0.13739637010128214,0.16273587182752103,0.1617647278314188,0.12396740262417226,0.1811285419755176,0.1440807028739214,0.1843338573584454,0.15417512212688228,0.16214995034856317,0.15519656699558493,0.28384073157438006,0.15510802626698295,0.5521830833669499,0.1515315436608138,0.36449721171091554,0.15491792872875826,0.21136318312178637,0.13680464599516098,0.1654775716372181,0.21546342885240108,0.1594236857746818,0.22513874377983178,0.153341596036562,0.2917930897093552,0.15439529854403475,0.3596551591787097,0.15529419201807146,0.18650150279449246,0.15545157442253452,0.25563118404620905,0.15298442876797838,0.06805318078957487,0.007994269089274704
0.5504315700413386,0.16418111365765212,0.11519950318679674,0.019548472371228295,0.10166854058103031,0.21094159049675001,0.6049805285322185,0.3170156662180129,0.6092665638166431,0.3437480772366692,0.6115830827039275,0.10340881281306216,0.06719878546008055,0.21900937576859683,0.6116565578885774,0.09797564811283538,0.17498835998492127,0.5795671629458933,0.10730324196465685,0.13339289011806263,0.11028215824316473,0.40807847967197736,0.5986930526333862,0.2885010757973328,0.6068582455817524,0.06528051266976234,0.2347498286700164,0.6096907220513543,0.08279833910704516,0.1535645419761222,0.13765395598046884,0.3757002002004718,0.6114190990309945,0.029982133992981202,0.1047749039803407,0.20996529626307084,0.6112835211745656,0.1802308749980994,0.5906337276846506,0.1737276327602079,0.5864821884974705,0.10103931159421739,0.16779769562863725,0.5887812669721942,0.14148707189542223,0.21975848184780294,0.6085155310245267,0.11335830251838593,0.35074756687228525,0.611900064010959,0.051119655290490784,0.0970215269819373,0.08489549521525677,0.16769197864248545,0.5824933387373994,0.1540532458884153,0.17597420443824136,0.12433126313557152,0.136796056350848,0.2605218815349935,0.6116373001108507,0.2768468351461126,0.6089048972621852,0.1285279799761808,0.07192400783406303,0.21986937940406312,0.6080406199486107,0.36865708046323586,0.6114451465841066,0.07822254505262118,0.1455828107460259,0.197929854489121,0.5851417015361815,0.18919233138372427,0.11698550823380827,0.08008514735656809,0.04271688736291947,0.39159912597445357,0.597352059039985,0.35259494275297637,0.6121510756249243,0.22590420404746317,0.6054335096544131,0.09792082525286512,0.1320370432899473,0.06270471108532717,0.17285294322847447,0.5764816228087907,0.3445515606138477,0.6120357370817653,0.1153119199850414,0.05054314565512926,0.21392719574741373,0.6108063476199724,0.12634347363669887,0.11336137719479991,0.3216918620545823,0.6104385204096594,0.09507755669985687,0.3301592442261066,0.6116578890007296,0.32644079937958215,0.6123172830241658,0.09657637026149743,0.10605040733032485,0.08124181870731007,0.3366533067217925,0.6114485381776256,0.246674186865176,0.6105138443597896,0.20056519524293742,0.6039978911409839,0.11061180979689277,0.31776826266456953,0.6035803763139672,0.14742351601423173,0.18094843442995892,0.5604414206063673,0.15648259748948024,0.25194733437549627,0.6023618474472452,0.33135073404030274,0.612291553627701,0.2503096916764377,0.6091358032107099,0.08930852732917893,0.10318209384731507,0.06768449069514637,0.10275669527170875,0.21061252699893693,0.361897122614381,0.6118346679411695,0.46327984317511056,0.5642129373497704,0.04535447730223061,0.34850483351913086,0.609241861655599,0.2584862256160082,0.6077358659342471,0.37891041394180014,0.6119454493254448,0.17770896216480736,0.45874108335150565,0.5593264194088601,0.04953489268206905,0.11594935203570059,0.003980793133876406
0.0004812517058108554
0.08205231309595135,0.042364593638002684,0.1241784258291239,0.12076566076016897,0.01765085996072536,0.05978971529814301,0.0023757552610261185
0.47210333900055584,0.015275793090500754,0.891564275530387,0.5260901878966313,0.7426882060837854,0.6317366549201192,0.5504521457874122,0.6990930988685348,0.5577122765701429,0.662348797179903,0.8040477255146669,0.7243590746542797,0.666675072583862,0.9063243135570708,0.654167688607547,0.5046412565394642,0.8488464776070469,0.7927746725745851,0.84380064028126,0.6479770060399892,0.6846939578407895,0.5600066194848047,0.6254294198881782,0.8096052223424116,0.760740961406803,0.6404228660295325,0.6596062883958792,0.37356289633310846,0.5291618379230745,0.8985364161782082,0.5323303451812532,0.5682911360018624,0.5879901996297002,0.7587923768058343,0.8725947241799413,0.6144611890959405,0.6156258549596623,0.6565316905845368,0.42301125813994545,0.712364405199066,0.5641794059846382,0.8532227262670043,0.6071112353824704,0.7017627186996132,0.8136570740227589,0.42524605663478493,0.7164884520672181,0.8104299078585568,0.6470548861282681,0.6764832445135708,0.35208000446545956,0.7669769901995891,0.5913410942419435,0.6739493626964573,0.6673861003054729,0.6274390355147559,0.5666508766727331,0.7182264989751332,0.7578265955508916,0.6661646363367532,0.6723025688287929,0.7981767931282926,0.49081269060840316,0.8718917496167682,0.5731823594805473,0.6191249332155543,0.5419192217689325,0.780125943070601,0.5843504781944315,0.7310836938793673,0.7136525200050416,0.8078306349848982,0.7375969585230759,0.7086613407587401,0.3809668030402901,0.83290980154176,0.642443892924715,0.4176409047768766,0.6698395029530703,0.5197886915544709,0.6524667631514415,0.6250387626624216,0.8149261409617259,0.7151088141870855,0.5681731569529209,0.7282763100796472,0.5193355685489456,0.6443068648414058,0.6644313867847133,0.6278654509816173,0.6558017347691859,0.7950085616375396,0.8707278073806017,0.5351970984885138,0.4401611631275135,0.7079858871749526,0.7018310498870369,0.6557888776615297,0.5122715163308386,0.6556003968132255,0.6011044600206074,0.2895505920831806,0.8202766961357432,0.5854678714603874,0.7343967720174852,0.5095530137021186,0.6180794291074322,0.7863384064081145,0.741093434628172,0.5772085086454176,0.8360939936456914,0.521283904025171,0.6008686620701036,0.74206757268637,0.5579837331270671,0.5727579642796301,0.3789946966152468,0.33244142809168287,0.4008483080550697,0.7352944988379351,0.6025169157217071,0.3217111163350803,0.6917351888959271,0.6010718983282182,0.6268246470665498,0.6106659323813813,0.6806747673585052,0.5915268992863038,0.6195676192757109,0.6372037690122937,0.521083767611462,0.42844496320129394,0.8764561105648196,0.44825612373421275,0.7044088830919397,0.9171895700454619,0.6013410830661087,0.668895285050941,0.4716729289642994,0.6251008081793028,0.4911115771548205,0.7935676005714564,0.8172808303001847,0.7916841680489796,0.688992405537342,0.608811685465579,0.623594798107251,0.5302399378681084,0.5197926085866613,0.8293577292085395,0.6222342898586853,0.6854956682331748,0.5241977115073446,0.7941630655186979,0.8546061032393399,0.674665387483227,0.6004104114703479,0.5421682808448258,0.6653408657903042,0.7358946218389761,0.5021319599846141,0.5031150982671834,0.5360516768286114,0.6405121121775257,0.3798903446375868,0.7230485417892635,0.7301431237709584,0.6409389391024009,0.6408994432035987,0.7160593369010867,0.6978366840579344,0.590091593401738,0.44918412522020396,0.6878758621158924,0.6223368991354367,0.4543815479796243,0.7390801026452813,0.6730556278536505,0.7107639428838988,0.6740005420901741,0.7751740672567261,0.6714274313445366,0.3412579274189364,0.7308940825222896,0.5458356947490471,0.6052505485828832,0.6468018833114386,0.6624096191662174,0.5105538272482552,0.6661522063107337,0.6326474979146137,0.5672447519103998,0.8037779420239018,0.6113094088135963,0.2981587556874978,0.5463400984831974,0.8221970183725416,0.5172689022221462,0.6647545442024114,0.7597305110082228,0.5806827389378808,0.7633308577523596,0.5759704847633567,0.7379234631014515,0.3824548463027914,0.6186234029308735,0.6388907924604725,0.6627712594085794,0.2555713471183823,0.8468092397257247,0.5453374193419792,0.6768054410403216,0.48887469145391627,0.7430673881187857,0.6759689266120954,0.524790274855403,0.5079007005409548,0.008226266110420174
0.8897350108216822,0.04558915049491824,0.025610095918801142,0.014666562389348322,0.013647757637419664,0.0006595673298395107
